Customer_ID,cluster_kmeans,dist_to_centroid,Age,Gender,Married,Dependents,Contract,Tenure_in_Months,Offer,Payment_Method,Monthly_Charge,Total_Charges,Avg_Monthly_GB_Download,Total_Long_Distance_Charges,Total_Revenue,Internet_Service,Streaming_TV,Streaming_Movies,Streaming_Music,Premium_Tech_Support,Device_Protection_Plan,Online_Security,Online_Backup,Referred_a_Friend,Number_of_Referrals,Satisfaction_Score,Unlimited_Data,Paperless_Billing,tenure_bucket,avg_revenue_per_month,total_spend_ratio,is_high_spender,num_services,monthly_charge_x_tenure,log_total_revenue
1049-FYSYG,0,176.3214630419634,48,Female,1,0,Month-to-Month,17,Offer D,Credit Card,35.65,646.05,23,0.0,646.05,1,0,0,0,0,1,0,1,1,5,3,1,1,12-24 Months,38.002941176470586,1.0,0,3,606.05,6.472423571267679
8515-OCTJS,0,281.49395840740954,61,Female,0,0,Two Year,25,Offer C,Credit Card,24.75,692.1,0,493.75,1185.85,0,0,0,0,0,0,0,0,0,0,3,0,0,24-48 Months,47.434,0.5836319939284058,0,0,618.75,7.079058017626961
9348-ROUAI,1,731.4866500157868,50,Female,1,1,Two Year,59,Offer B,Credit Card,90.3,5194.05,24,2775.95,7970.0,1,1,1,1,1,1,1,1,1,5,3,1,0,48+ Months,135.08474576271186,0.6517001254705145,1,8,5327.7,8.983565234427923
6941-PMGEP,0,402.313240258874,26,Female,0,0,Month-to-Month,5,Offer E,Bank Withdrawal,80.0,412.5,42,219.95,602.45,1,0,1,1,0,0,0,0,0,0,3,0,1,0-12 Months,120.49000000000001,0.6847041248236367,0,3,400.0,6.402663187063907
8490-BXHEO,0,1729.6483045521154,67,Male,0,0,Month-to-Month,18,No Offer,Credit Card,80.55,1411.65,14,698.22,2109.87,1,0,0,0,0,0,0,1,0,0,5,1,1,12-24 Months,117.21499999999999,0.669069658320181,1,2,1449.8999999999999,7.654855463763523
5846-NEQVZ,2,2824.9478963665524,19,Male,1,0,Two Year,71,No Offer,Credit Card,70.85,4973.4,58,172.53,5145.93,1,0,1,1,1,1,1,0,1,3,4,1,1,48+ Months,72.47788732394366,0.9664725326617345,0,6,5030.349999999999,8.54615569940484
7771-CFQRQ,2,492.32405372455173,32,Female,1,1,Two Year,47,No Offer,Bank Withdrawal,63.8,3007.25,57,1412.82,4500.07,1,0,1,1,1,0,0,1,0,0,3,0,0,24-48 Months,95.74617021276595,0.6682673825073833,0,5,2998.6,8.412070425271533
4585-HETAI,0,560.8927436061385,25,Female,1,0,Month-to-Month,4,No Offer,Bank Withdrawal,73.75,325.45,58,193.92,519.37,1,0,0,1,0,1,0,0,1,5,1,1,1,0-12 Months,129.8425,0.626624564376071,0,3,295.0,6.254540097013537
3887-PBQAO,0,1602.7563269739148,48,Female,1,0,One Year,45,Offer B,Credit Card,25.9,1216.6,0,1012.05,2228.65,0,0,0,0,0,0,0,0,1,4,4,0,1,24-48 Months,49.525555555555556,0.5458910102528436,0,0,1165.5,7.709599901463473
1891-FZYSA,1,408.1399507257456,65,Male,1,0,Month-to-Month,69,No Offer,Bank Withdrawal,89.95,6143.15,4,1127.46,7373.82,1,1,0,0,0,0,0,1,1,1,1,0,1,48+ Months,106.86695652173913,0.8331027879714992,1,3,6206.55,8.905826774130508
6908-VVYHM,1,687.7234832032964,52,Male,1,0,Month-to-Month,65,Offer B,Bank Withdrawal,90.65,5931.0,2,1289.6,7330.6,1,0,1,1,0,0,0,1,1,1,5,0,1,48+ Months,112.77846153846154,0.8090742913267672,1,4,5892.25,8.899949052097693
0479-HMSWA,2,1122.8485224039907,63,Female,0,1,Two Year,26,Offer C,Bank Withdrawal,105.45,2715.3,19,64.48,2779.78,1,1,1,1,1,1,0,1,0,0,5,1,1,24-48 Months,106.91461538461539,0.9768039197346553,1,7,2741.7000000000003,7.930486742870295
8642-GVWRF,0,930.7324637705706,25,Female,1,0,Month-to-Month,2,No Offer,Bank Withdrawal,79.7,165.0,26,57.72,222.72,1,0,0,0,0,1,0,1,1,1,1,1,0,0-12 Months,111.36,0.7408405172413793,0,3,159.4,5.410395269953387
7872-BAAZR,0,1766.2183328373308,49,Female,1,1,One Year,53,Offer B,Bank Withdrawal,19.55,1007.9,0,1606.43,2614.33,0,0,0,0,0,0,0,0,1,10,5,0,0,48+ Months,49.32698113207547,0.38552898830675547,0,0,1036.15,7.869145563565781
2883-ILGWO,1,241.95944484986194,68,Male,0,0,Two Year,57,No Offer,Bank Withdrawal,104.9,5913.95,15,1830.84,7833.1,1,1,1,0,1,0,0,1,0,0,5,0,1,48+ Months,137.42280701754387,0.7549948296332231,1,5,5979.3,8.966241279015382
8969-PRHFK,0,564.8941986555833,32,Male,0,0,One Year,18,Offer D,Credit Card,19.65,411.25,0,25.56,436.81,0,0,0,0,0,0,0,0,0,0,3,0,0,12-24 Months,24.267222222222223,0.9414848561159314,0,0,353.7,6.081785026308028
2522-WLNSF,2,1849.0940093422607,74,Female,1,0,One Year,34,No Offer,Bank Withdrawal,64.2,2106.3,23,419.22,2525.52,1,1,0,0,1,1,0,0,1,2,4,1,0,24-48 Months,74.28,0.8340064620355413,0,4,2182.8,7.834598140790083
4236-XPXAV,0,410.1602593619068,45,Female,1,0,Month-to-Month,5,No Offer,Mailed Check,99.15,465.05,25,46.15,511.2,1,1,1,1,1,0,0,1,1,1,2,1,1,0-12 Months,102.24,0.9097222222222222,1,6,495.75,6.238715173765425
1602-IJQQE,0,604.9710140642151,42,Female,0,0,Month-to-Month,4,Offer E,Bank Withdrawal,75.35,338.1,9,116.44,454.54,1,0,0,0,0,0,0,0,0,0,1,1,0,0-12 Months,113.635,0.7438289259471114,0,1,301.4,6.121483528431717
0222-CNVPT,2,1470.7394720602545,69,Male,0,0,Two Year,52,Offer B,Credit Card,48.8,2555.05,19,0.0,2555.05,1,1,1,1,0,0,1,0,0,0,3,1,1,48+ Months,49.135576923076925,1.0,0,5,2537.6,7.846218377121432
7188-CBBBA,1,129.46026487305517,59,Female,0,0,One Year,65,No Offer,Bank Withdrawal,95.5,6153.85,6,1799.2,8033.05,1,1,0,0,0,1,0,1,0,0,5,0,1,48+ Months,123.58538461538461,0.7660664380278973,1,4,6207.5,8.991444038449774
5348-CAGXB,0,833.9672099161817,60,Male,0,0,Month-to-Month,12,Offer D,Bank Withdrawal,89.55,1021.75,22,400.32,1422.07,1,1,0,0,0,1,0,0,0,0,4,1,1,12-24 Months,118.50583333333333,0.7184948701540712,1,3,1074.6,7.260571788728181
9711-FJTBX,2,2874.683291331291,60,Male,1,1,One Year,56,No Offer,Credit Card,85.85,4793.8,10,642.88,5436.68,1,0,0,0,1,1,0,1,1,4,4,1,1,48+ Months,97.08357142857143,0.8817513629641619,1,4,4807.599999999999,8.601107778297308
2002-MZHWP,0,1199.8766463498414,24,Female,0,0,Month-to-Month,1,Offer E,Credit Card,20.5,20.5,0,26.12,46.62,0,0,0,0,0,0,0,0,0,0,2,0,0,0-12 Months,46.62,0.43972543972543976,0,0,20.5,3.8632528410587166
2519-LBNQL,1,42.652666613988,80,Male,1,0,One Year,60,No Offer,Bank Withdrawal,104.35,6339.45,15,1377.0,7675.22,1,1,1,1,0,1,0,1,1,2,4,1,1,48+ Months,127.92033333333333,0.8259632948632091,1,6,6261.0,8.945882517477692
8637-XJIVR,0,631.758589043654,34,Female,0,1,Month-to-Month,12,No Offer,Bank Withdrawal,78.95,927.35,56,304.08,1311.43,1,0,0,0,0,0,1,0,0,0,1,0,1,12-24 Months,109.28583333333334,0.7071288593367545,0,2,947.4000000000001,7.179635659710173
5150-ITWWB,0,618.7208608272658,65,Male,0,0,Two Year,3,Offer E,Bank Withdrawal,94.85,335.75,28,113.34,449.09,1,1,1,1,0,0,0,0,0,0,4,1,1,0-12 Months,149.69666666666666,0.7476229708967023,1,4,284.54999999999995,6.1094475627670315
3934-HXCFZ,2,1684.1228147735676,33,Male,1,0,Month-to-Month,23,Offer D,Bank Withdrawal,99.25,2186.4,7,441.6,2628.0,1,1,0,0,0,1,1,1,1,1,1,1,1,12-24 Months,114.26086956521739,0.8319634703196347,1,5,2282.75,7.874358824729881
5135-GRQJV,1,2590.254087583793,75,Male,1,0,Two Year,72,Offer A,Mailed Check,114.5,8331.95,19,403.2,8735.15,1,1,1,1,1,1,1,1,1,4,3,1,1,48+ Months,121.32152777777777,0.9538416627075667,1,8,8244.0,9.075224868166949
5787-KXGIY,0,1161.3869564335582,54,Male,1,0,Two Year,72,No Offer,Credit Card,19.3,1304.8,0,187.92,1492.72,0,0,0,0,0,0,0,0,1,3,3,0,0,48+ Months,20.732222222222223,0.8741090090572914,0,0,1389.6000000000001,7.309024931796133
7526-IVLYU,0,1058.4125965290632,46,Male,0,0,Month-to-Month,3,No Offer,Credit Card,19.65,68.35,0,106.77,175.12,0,0,0,0,0,0,0,0,0,0,5,0,1,0-12 Months,58.373333333333335,0.3903037916857012,0,0,58.949999999999996,5.171165580887553
9026-LHEVG,0,626.5735315498077,45,Female,0,0,Month-to-Month,9,Offer E,Bank Withdrawal,40.75,359.4,21,0.0,379.4,1,0,1,1,0,0,0,1,0,0,4,0,0,0-12 Months,42.15555555555555,0.9472851871375857,0,4,366.75,5.941223330671235
5167-ZFFMM,0,1093.5933349432644,64,Male,0,0,Month-to-Month,1,Offer E,Credit Card,90.85,90.85,24,8.56,99.41,1,0,1,1,0,0,0,1,0,0,3,1,1,0-12 Months,99.41,0.9138919625792173,1,4,90.85,4.609261803891345
7776-QGYJC,2,790.9715449600924,64,Female,1,1,Month-to-Month,39,Offer C,Bank Withdrawal,81.5,3107.3,76,1586.52,4693.82,1,0,0,0,1,1,0,0,1,7,5,1,1,24-48 Months,120.35435897435897,0.661998116672561,1,3,3178.5,8.454215052249271
2599-CZABP,0,333.45630195518515,57,Male,1,0,One Year,14,Offer D,Bank Withdrawal,44.6,641.25,19,629.3,1270.55,1,0,0,0,0,0,0,0,1,1,3,1,0,12-24 Months,90.75357142857142,0.5047026878123647,0,1,624.4,7.147991907722524
6546-OPBBH,2,1995.0483211569247,40,Male,1,1,One Year,51,No Offer,Credit Card,23.95,1216.35,0,2170.05,3386.4,0,0,0,0,0,0,0,0,1,1,5,0,1,48+ Months,66.4,0.3591867469879518,0,0,1221.45,8.127817944457021
7531-GQHME,0,440.9026185612788,34,Male,0,0,Month-to-Month,12,Offer D,Credit Card,20.05,265.45,0,467.52,732.97,0,0,0,0,0,0,0,0,0,0,4,0,0,12-24 Months,61.08083333333334,0.36215670491288865,0,0,240.60000000000002,6.59846815584463
1769-GRUIK,0,1025.3645440749406,19,Female,0,0,Month-to-Month,18,Offer D,Bank Withdrawal,71.1,1247.75,26,49.68,1447.43,1,0,0,0,0,0,0,0,0,0,5,0,1,12-24 Months,80.41277777777778,0.8620451420794096,0,1,1279.8,7.278235490187341
2361-FJWNO,0,1215.103984450996,55,Male,0,0,One Year,40,No Offer,Credit Card,36.0,1382.9,12,0.0,1512.9,1,0,0,0,1,0,0,1,0,0,3,0,0,24-48 Months,37.822500000000005,0.9140723114548218,0,3,1440.0,7.322444381617833
9576-SYUHJ,2,325.7044419625861,29,Male,0,0,Month-to-Month,37,Offer C,Bank Withdrawal,91.15,3369.25,69,469.53,3871.28,1,1,0,0,0,0,1,0,0,0,3,0,1,24-48 Months,104.62918918918919,0.8703193775702093,1,3,3372.55,8.26159875983152
4476-OSWTN,1,1552.20951372741,73,Male,1,0,One Year,69,No Offer,Mailed Check,110.55,7610.1,14,572.7,8182.8,1,1,1,0,1,1,1,0,1,2,3,1,1,48+ Months,118.5913043478261,0.9300117319255023,1,6,7627.95,9.009911869405189
9013-AQORL,2,2181.7865415370543,26,Female,0,1,Month-to-Month,48,Offer B,Credit Card,45.55,2108.35,48,0.0,2108.35,1,0,1,1,0,1,0,1,0,0,3,1,0,48+ Months,43.92395833333333,1.0,0,5,2186.3999999999996,7.654135122138809
5712-AHQNN,2,1831.6184509255588,36,Female,0,0,Month-to-Month,43,No Offer,Bank Withdrawal,91.65,3954.1,12,1141.65,5095.75,1,1,0,0,0,1,0,1,0,0,5,1,1,24-48 Months,118.50581395348837,0.7759603591227984,1,4,3940.9500000000003,8.536358360677248
1820-TQVEV,0,1097.0092533172274,27,Male,0,0,Month-to-Month,1,Offer E,Bank Withdrawal,69.55,69.55,48,49.43,118.98,1,0,0,1,0,0,0,0,0,0,2,1,1,0-12 Months,118.98,0.5845520255505127,0,2,69.55,4.787325062224947
0363-SVHYR,1,683.8313308287225,28,Male,1,1,Two Year,71,Offer A,Bank Withdrawal,86.85,6263.8,59,717.81,6981.61,1,1,1,1,1,1,1,1,1,10,4,1,0,48+ Months,98.3325352112676,0.8971856061853928,1,8,6166.349999999999,8.851178051365133
5651-CPDND,0,325.6928530937712,45,Male,0,0,Month-to-Month,10,Offer D,Credit Card,46.0,492.1,14,135.1,627.2,1,0,0,0,0,0,0,0,0,0,4,1,0,0-12 Months,62.720000000000006,0.7845982142857143,0,1,460.0,6.4428585871045465
9053-EJUNL,2,1779.2803713318378,35,Male,0,0,Month-to-Month,41,Offer B,Bank Withdrawal,89.2,3645.75,16,1715.85,5359.39,1,1,0,0,0,0,0,1,0,0,5,1,1,24-48 Months,130.71682926829268,0.6802546558470274,1,3,3657.2000000000003,8.58679201261191
3404-JNXAX,2,2410.349252856974,40,Female,1,1,Month-to-Month,51,Offer B,Bank Withdrawal,80.75,4116.9,27,1507.56,5624.46,1,0,0,0,1,0,0,0,1,9,4,1,1,48+ Months,110.2835294117647,0.7319636018391098,1,2,4118.25,8.635058001506778
4795-WRNVT,2,1027.9301078484216,32,Female,0,0,Month-to-Month,40,No Offer,Credit Card,65.1,2586.0,26,462.4,3048.4,1,1,0,0,0,0,1,1,0,0,3,1,0,24-48 Months,76.21000000000001,0.8483138695709225,0,4,2604.0,8.022700128937807
9831-BPFRI,2,1220.555972290779,50,Female,1,0,One Year,39,No Offer,Bank Withdrawal,89.55,3474.45,30,1377.48,4851.93,1,0,0,0,1,1,0,1,1,1,2,1,1,24-48 Months,124.40846153846155,0.7160964811940814,1,4,3492.45,8.487337925233602
9769-TSBZE,1,2686.3232057758623,54,Female,0,1,Two Year,70,No Offer,Bank Withdrawal,66.0,4891.5,57,1172.5,6154.0,1,0,0,0,1,0,1,1,0,0,3,0,0,48+ Months,87.91428571428571,0.7948488787780306,0,4,4620.0,8.725020038618554
9620-QJREV,0,2040.586300055415,62,Male,0,0,One Year,47,Offer B,Credit Card,20.55,1013.05,0,1985.75,2998.8,0,0,0,0,0,0,0,0,0,0,5,0,0,24-48 Months,63.80425531914894,0.33781846071762034,0,0,965.85,8.006300898761259
8087-LGYHQ,0,257.39917384836735,40,Male,0,0,Month-to-Month,9,Offer E,Bank Withdrawal,94.05,811.65,14,139.77,951.42,1,1,1,1,0,1,0,0,0,0,4,1,1,0-12 Months,105.71333333333332,0.8530932711105506,1,5,846.4499999999999,6.859006113972228
2904-GGUAZ,1,636.201775352215,24,Female,1,0,Two Year,72,Offer A,Bank Withdrawal,84.05,6052.25,52,1162.8,7215.05,1,0,0,1,0,0,1,1,1,8,4,1,1,48+ Months,100.20902777777778,0.8388368756973271,1,4,6051.599999999999,8.884062990765017
4468-KAZHE,0,1002.5587696763341,70,Female,1,0,One Year,20,No Offer,Bank Withdrawal,60.0,1259.35,16,179.6,1438.95,1,0,1,0,0,0,0,1,1,1,5,1,1,12-24 Months,71.9475,0.8751867681295388,0,3,1200.0,7.272363669744994
0704-VCUMB,0,1432.1857413552457,64,Female,1,0,Two Year,61,No Offer,Credit Card,20.25,1278.8,0,667.34,1940.99,0,0,0,0,0,0,0,0,1,1,3,0,0,48+ Months,31.819508196721312,0.6588390460538178,0,0,1235.25,7.571468499507425
5651-WYIPH,0,830.1676034906604,69,Female,0,0,One Year,18,No Offer,Credit Card,49.85,865.75,23,740.34,1606.09,1,0,0,0,0,0,0,1,0,0,3,1,1,12-24 Months,89.22722222222222,0.5390420213064026,0,2,897.3000000000001,7.3821803691475125
9279-CJEOJ,2,1743.8408172116704,77,Female,0,0,Month-to-Month,21,No Offer,Bank Withdrawal,95.4,2025.1,16,785.4,2810.5,1,1,1,0,0,0,0,0,0,0,4,1,1,12-24 Months,133.83333333333334,0.7205479452054794,1,3,2003.4,7.941473427732256
6029-WTIPC,2,1693.347848473714,73,Male,0,0,Month-to-Month,37,Offer C,Bank Withdrawal,101.1,3744.05,19,1408.22,5152.27,1,1,1,0,0,1,0,0,0,0,1,1,1,24-48 Months,139.25054054054056,0.7266796965221155,1,4,3740.7,8.547386743617706
9308-ANMVE,2,367.96011161313095,52,Male,0,1,Month-to-Month,47,Offer B,Bank Withdrawal,55.3,2654.05,17,1186.75,3840.8,1,0,0,0,0,0,1,1,0,0,3,1,1,24-48 Months,81.71914893617021,0.6910148927306812,0,3,2599.1,8.253696285752811
3806-YAZOV,0,1144.369727083078,44,Female,0,0,Month-to-Month,3,Offer E,Credit Card,18.8,56.0,0,19.83,75.83,0,0,0,0,0,0,0,0,0,0,4,0,0,0-12 Months,25.276666666666667,0.7384939997362522,0,0,56.400000000000006,4.341595188879544
4023-RTIQM,0,1426.0076421558783,72,Female,1,0,One Year,31,Offer C,Credit Card,50.4,1580.1,21,0.0,1580.1,1,0,1,0,0,1,1,1,1,10,3,1,1,24-48 Months,50.97096774193548,1.0,0,5,1562.3999999999999,7.365876086316099
1285-OKIPP,0,1100.5094481758279,62,Male,0,1,Month-to-Month,1,No Offer,Bank Withdrawal,79.9,79.9,21,23.2,103.1,1,0,1,1,0,0,0,0,0,0,2,1,0,0-12 Months,103.1,0.7749757516973813,0,3,79.9,4.645351975620923
8559-CIZFV,0,1850.5197418878156,34,Male,1,0,One Year,21,Offer D,Mailed Check,77.5,1625.0,14,368.97,2055.58,1,1,0,0,1,0,1,1,1,1,2,0,0,12-24 Months,97.8847619047619,0.7905311396296909,0,5,1627.5,7.628799687959319
0383-CLDDA,1,814.1521928230677,42,Female,0,0,Two Year,69,Offer A,Credit Card,85.35,5897.4,28,1274.43,7171.83,1,1,1,1,1,1,1,0,0,0,3,1,1,48+ Months,103.9395652173913,0.8223005843696797,1,7,5889.15,8.878055555859527
6518-KZXCB,0,212.11085332494713,61,Male,0,0,Two Year,22,Offer D,Credit Card,25.25,566.5,0,105.38,671.88,0,0,0,0,0,0,0,0,0,0,4,0,0,12-24 Months,30.54,0.8431565160445318,0,0,555.5,6.511567007654182
6614-FHDBO,1,3562.494392960876,49,Male,0,0,Two Year,72,No Offer,Bank Withdrawal,109.2,7878.3,22,2527.92,10406.22,1,1,1,1,1,1,0,1,0,0,3,1,0,48+ Months,144.53083333333333,0.757076056435478,1,7,7862.400000000001,9.250255075031985
4248-HCETZ,2,1622.011566345279,77,Male,1,0,Month-to-Month,30,Offer C,Credit Card,79.65,2365.15,4,186.9,2552.05,1,0,0,0,0,1,0,1,1,1,3,1,1,24-48 Months,85.06833333333334,0.9267647577437745,0,3,2389.5,7.845044001851898
0396-YCHWO,2,1257.148823799506,58,Male,1,0,Month-to-Month,36,Offer C,Bank Withdrawal,95.4,3474.2,12,1460.88,4935.08,1,1,1,1,0,0,0,0,1,4,3,1,1,24-48 Months,137.08555555555554,0.7039804825858952,1,4,3434.4,8.504326772909314
5656-MJEFC,0,2200.0463301378763,48,Male,1,0,Two Year,42,Offer B,Credit Card,48.15,2032.3,8,0.0,2032.3,1,1,0,0,1,1,1,0,1,10,4,1,0,24-48 Months,48.38809523809524,1.0,0,5,2022.3,7.617415367916296
6598-KELSS,2,2081.4469896283535,40,Male,0,1,One Year,50,Offer B,Bank Withdrawal,43.05,2208.05,76,0.0,2208.05,1,1,0,0,0,0,1,1,0,0,3,1,1,48+ Months,44.161,1.0,0,4,2152.5,7.700317837840281
2061-VVFST,0,1415.566622843503,57,Female,1,0,Month-to-Month,37,No Offer,Bank Withdrawal,19.5,805.2,0,1672.03,2477.23,0,0,0,0,0,0,0,0,1,1,4,0,0,24-48 Months,66.95216216216217,0.3250404685878986,0,0,721.5,7.815299874669608
4132-KALRO,0,540.9318903965127,31,Female,0,0,Month-to-Month,4,Offer E,Credit Card,100.85,399.25,3,31.76,441.01,1,1,1,1,1,0,0,0,0,0,4,0,1,0-12 Months,110.2525,0.9053082696537493,1,5,403.4,6.091332506256158
2273-QCKXA,0,1151.270300819042,39,Male,0,0,Month-to-Month,1,No Offer,Credit Card,49.05,49.05,5,25.77,74.82,1,0,0,0,1,0,0,0,0,0,3,1,0,0-12 Months,74.82,0.6555733761026463,0,2,49.05,4.328362110088189
6557-BZXLQ,0,852.6833760168547,66,Male,0,0,Two Year,16,Offer D,Bank Withdrawal,69.65,1043.3,24,366.4,1409.7,1,0,0,0,0,0,0,0,0,0,3,1,0,12-24 Months,88.10625,0.7400865432361495,0,1,1114.4,7.2518413140804565
9764-REAFF,0,1839.7547994214774,60,Female,1,0,Two Year,59,Offer B,Bank Withdrawal,18.4,1057.85,0,1592.41,2650.26,0,0,0,0,0,0,0,0,1,9,4,0,0,48+ Months,44.919661016949156,0.39914951740583937,0,0,1085.6,7.882790277677531
3038-PQIUY,2,906.6845911225766,39,Female,0,0,Month-to-Month,38,No Offer,Bank Withdrawal,66.15,2522.4,13,765.32,3287.72,1,0,0,0,0,1,1,1,0,0,4,1,1,24-48 Months,86.51894736842105,0.7672186195904761,0,4,2513.7000000000003,8.098253710306055
8963-JLGJT,0,901.5727655904548,20,Male,0,1,Month-to-Month,3,Offer E,Credit Card,55.9,157.55,69,99.84,257.39,1,0,0,1,0,1,1,0,0,0,4,1,0,0-12 Months,85.79666666666667,0.6121061424297759,0,4,167.7,5.554470071469192
8345-MVDYC,2,1730.7979083802463,57,Female,0,0,Two Year,45,Offer B,Bank Withdrawal,81.65,3618.7,30,1682.55,5301.25,1,1,1,1,1,1,1,0,0,0,3,1,0,24-48 Months,117.80555555555556,0.6826125913699599,1,7,3674.2500000000005,8.575886537755455
7495-OOKFY,0,143.54805448493698,74,Female,1,1,Month-to-Month,8,Offer E,Credit Card,80.65,633.3,17,390.8,1024.1,1,0,0,0,0,0,0,1,1,1,3,1,1,0-12 Months,128.0125,0.6183966409530319,1,2,645.2,6.932545447789356
9135-MGVPY,1,798.445452431074,41,Male,1,0,Two Year,69,No Offer,Credit Card,84.7,5878.9,7,3337.53,9216.43,1,1,1,1,1,1,1,1,1,10,3,1,1,48+ Months,133.5714492753623,0.6378717138848773,1,8,5844.3,9.128851535829396
7096-ZNBZI,2,1272.2518490047808,21,Female,1,0,Two Year,72,Offer A,Credit Card,26.45,1914.5,0,1599.84,3514.34,0,0,0,0,0,0,0,0,1,1,4,0,0,48+ Months,48.81027777777778,0.5447680076486623,0,0,1904.3999999999999,8.164891527874138
8838-GPHZP,0,1794.2549995100999,25,Female,0,0,Two Year,63,No Offer,Credit Card,20.6,1298.7,0,1043.91,2342.61,0,0,0,0,0,0,0,0,0,0,5,0,1,48+ Months,37.184285714285714,0.5543816512351608,0,0,1297.8000000000002,7.759447754601281
3707-LRWZD,2,87.84959031493986,44,Female,0,0,One Year,32,No Offer,Bank Withdrawal,84.05,2781.85,14,1288.32,4070.17,1,1,0,0,0,0,0,0,0,0,2,1,0,24-48 Months,127.1928125,0.6834726805022886,1,2,2689.6,8.311685706412732
2511-MORQY,2,877.9903277656442,46,Male,1,0,One Year,50,Offer B,Bank Withdrawal,54.9,2614.1,6,516.5,3130.6,1,0,0,0,0,1,0,0,1,4,4,1,0,48+ Months,62.611999999999995,0.8350156519517026,0,2,2745.0,8.049299335033758
5293-WXJAK,0,833.5899836334297,73,Female,1,0,Month-to-Month,11,No Offer,Bank Withdrawal,104.05,1133.65,27,189.75,1323.4,1,1,1,0,1,1,0,0,1,5,3,1,1,0-12 Months,120.30909090909091,0.8566193138884691,1,5,1144.55,7.188714805673091
7883-ROJOC,0,708.2193813137419,33,Female,1,0,Month-to-Month,19,Offer D,Credit Card,44.9,839.65,22,655.69,1495.34,1,0,0,0,0,0,0,0,0,0,5,1,0,12-24 Months,78.70210526315789,0.5615110944668102,0,1,853.1,7.310777405439161
0835-JKADZ,1,4066.9645428986787,29,Female,0,0,Two Year,71,No Offer,Bank Withdrawal,111.25,7984.15,53,2976.32,10960.47,1,1,1,1,1,1,0,1,0,0,4,1,1,48+ Months,154.37281690140844,0.7284496011576146,1,7,7898.75,9.302141675595767
4537-DKTAL,0,1034.2252042812424,26,Female,0,0,Month-to-Month,2,Offer E,Bank Withdrawal,45.55,84.4,71,83.8,178.2,1,0,0,0,0,0,0,0,0,0,5,0,0,0-12 Months,89.1,0.473625140291807,0,1,91.1,5.18850250054083
3354-OADJP,0,225.0244164890123,37,Female,0,0,One Year,8,No Offer,Bank Withdrawal,54.25,447.75,27,342.24,789.99,1,0,0,0,1,0,1,0,0,0,3,1,0,0-12 Months,98.74875,0.5667793263205864,0,3,434.0,6.673285325462709
6418-HNFED,2,2885.954187332115,33,Male,1,0,Two Year,51,Offer B,Credit Card,83.25,4089.45,9,2057.34,6146.79,1,1,1,1,1,1,1,1,1,1,3,1,1,48+ Months,120.52529411764706,0.6652984728614447,1,8,4245.75,8.723847946625531
4702-HDRKD,2,164.403018424003,30,Male,0,0,One Year,67,Offer A,Bank Withdrawal,49.35,3321.35,85,0.0,3321.35,1,1,0,0,1,1,1,0,0,0,3,1,1,48+ Months,49.57238805970149,1.0,0,5,3306.4500000000003,8.108427642841393
8908-SLFCJ,0,137.93969879605083,40,Female,0,0,Two Year,21,Offer D,Credit Card,20.85,435.25,0,468.09,902.03,0,0,0,0,0,0,0,0,0,0,3,0,1,12-24 Months,42.953809523809525,0.4825227542321209,0,0,437.85,6.80575577545649
1349-WXNGG,0,1212.0539684037976,57,Male,0,0,Month-to-Month,1,No Offer,Bank Withdrawal,20.05,20.05,0,12.0,32.05,0,0,0,0,0,0,0,0,0,0,2,0,0,0-12 Months,32.05,0.6255850234009361,0,0,20.05,3.498021566297695
2662-NNTDK,2,684.9211086769058,50,Male,0,0,One Year,65,Offer B,Credit Card,24.8,1600.95,0,2981.55,4582.5,0,0,0,0,0,0,0,0,0,0,4,0,0,48+ Months,70.5,0.3493617021276596,0,0,1612.0,8.43021817740183
3282-ZISZV,2,340.90458322657673,56,Male,0,0,One Year,32,No Offer,Credit Card,83.7,2633.3,15,1199.36,3832.66,1,1,1,1,1,1,0,1,0,0,5,1,0,24-48 Months,119.770625,0.6870685111645698,1,7,2678.4,8.25157523944374
1241-EZFMJ,0,1936.797797779283,48,Male,1,0,Two Year,61,Offer B,Bank Withdrawal,25.45,1538.6,0,703.33,2241.93,0,0,0,0,0,0,0,0,1,2,4,0,0,48+ Months,36.75295081967213,0.6862836930680262,0,0,1552.45,7.715538325829923
8510-BBWMU,0,1354.0768154535685,40,Female,0,0,One Year,41,No Offer,Credit Card,19.75,806.95,0,1535.86,2342.81,0,0,0,0,0,0,0,0,0,0,3,0,1,24-48 Months,57.14170731707317,0.34443680878944516,0,0,809.75,7.759533089391047
9742-XOKTS,1,651.3427229940326,60,Male,1,1,One Year,67,Offer A,Bank Withdrawal,89.55,6038.55,11,1225.43,7230.22,1,0,0,0,1,0,1,1,1,10,3,1,0,48+ Months,107.91373134328359,0.8351820553178189,1,4,5999.849999999999,8.886163042273052
6608-QQLVK,0,1137.6035877016257,35,Male,0,0,Month-to-Month,1,No Offer,Bank Withdrawal,50.5,50.5,28,39.58,90.08,1,0,0,0,0,1,0,0,0,0,3,1,1,0-12 Months,90.08,0.5606127886323269,0,2,50.5,4.5117382411955385
7074-STDCN,0,1335.5932830281631,25,Male,0,0,Month-to-Month,39,Offer C,Bank Withdrawal,40.6,1494.5,26,0.0,1494.5,1,0,1,1,1,0,0,0,0,0,5,1,1,24-48 Months,38.32051282051282,1.0,0,4,1583.4,7.310215878070003
